stripe_customer_id,user_id,email,country,created_at,delinquent,currency,default_payment_method
cus_a0f9c974a18b4b,usr_01201,barbara.davis48@digital.com,United Kingdom,2024-05-12,True,usd,card
cus_c84acba1997845,usr_01203,james.harris73@works.io,United States,2024-05-12,False,usd,card
cus_3e67cfdae5544d,usr_01204,adam.brown17@gmail.com,United States,2024-05-12,False,usd,card
cus_f69e34ac19574d,usr_01206,barbara.reyes85@labs.dev,United States,2024-05-12,False,usd,card
cus_396d05b4cb5e49,usr_01215,ava.kumar50@ventures.co,United States,2024-05-14,False,usd,card
cus_73d2dcca700841,usr_01216,joseph.white85@yahoo.com,United States,2024-05-14,False,usd,card
cus_8d8be5e82e4e42,usr_01221,madison.kim49@yahoo.com,France,2024-05-14,False,usd,card
cus_14f83ffb1e3142,usr_01222,aaron.martin36@gmail.com,United States,2024-05-14,True,usd,bank_transfer
cus_a3dec34e960642,usr_01226,logan.smith62@startup.ai,United Kingdom,2024-05-15,False,usd,card
cus_b87c3692134441,usr_01228,logan.thomas34@techcorp.com,United States,2024-05-15,False,usd,bank_transfer
cus_575294dc346541,usr_01229,jessica.thomas84@digital.com,United States,2024-05-15,True,usd,bank_transfer
cus_4aa9e3ed55e947,usr_01232,kevin.scott77@gmail.com,Spain,2024-05-15,False,usd,bank_transfer
cus_dde0bc522eee44,usr_01236,charles.flores48@yahoo.com,United States,2024-05-16,False,usd,card
cus_03a993e112e04a,usr_01237,natalie.taylor78@outlook.com,India,2024-05-16,False,usd,bank_transfer
cus_38590010b1ff4f,usr_01238,jackson.singh28@startup.ai,UAE,2024-05-16,False,usd,bank_transfer
cus_d176017f5f714c,usr_01239,patricia.taylor10@outlook.com,United States,2024-05-16,False,usd,card
cus_61ed4fd098684d,usr_01240,jackson.kim69@ventures.co,Spain,2024-05-16,False,usd,bank_transfer
cus_e515185f795a46,usr_01241,grace.brown67@works.io,Brazil,2024-05-16,False,usd,bank_transfer
cus_2c3a31e4f7b24e,usr_01244,madison.nelson46@outlook.com,United States,2024-05-16,False,usd,card
cus_2e4398d7266f4a,usr_01245,jennifer.green58@company.io,Sweden,2024-05-16,True,usd,bank_transfer
cus_5044d6ebff5446,usr_01246,oliver.wilson87@ventures.co,Germany,2024-05-16,False,usd,bank_transfer
cus_3e250897a0e148,usr_01248,mason.nelson64@digital.com,Germany,2024-05-17,True,usd,bank_transfer
cus_7c1786df6e3c48,usr_01249,lily.roberts16@yahoo.com,United States,2024-05-17,False,usd,card
cus_b57ce9b73c6544,usr_01257,ryan.roberts57@startup.ai,United States,2024-05-18,True,usd,card
cus_c674d371ed1541,usr_01258,eric.nguyen30@outlook.com,United States,2024-05-19,False,usd,bank_transfer
cus_3eb55950238848,usr_01259,liam.brown75@works.io,Singapore,2024-05-19,False,usd,card
cus_60ee67a34d8e4f,usr_01262,emma.miller22@techcorp.com,United States,2024-05-19,True,usd,bank_transfer
cus_77a8debfc95845,usr_01264,aaron.harris13@yahoo.com,United States,2024-05-19,False,usd,bank_transfer
cus_23699dc48fcc49,usr_01265,adam.singh77@gmail.com,United States,2024-05-19,False,usd,card
cus_244f609539ba4f,usr_01267,charles.kim67@labs.dev,United States,2024-05-19,False,usd,card
cus_63c3966d683745,usr_01270,brandon.harris21@startup.ai,United States,2024-05-20,False,usd,card
cus_753aca07a31b46,usr_01272,isabella.miller72@company.io,France,2024-05-20,False,usd,bank_transfer
cus_4b1843ccc09b48,usr_01276,mason.jones27@digital.com,Sweden,2024-05-20,False,usd,bank_transfer
cus_38cfbd833bfe43,usr_01279,elijah.scott13@techcorp.com,Netherlands,2024-05-21,False,usd,card
cus_b0b49ec2ca1a4c,usr_01281,logan.king90@startup.ai,United States,2024-05-21,False,usd,card
cus_9868ce6df3d843,usr_01283,charles.moore8@ventures.co,Germany,2024-05-22,False,usd,card
cus_b66ba240c12a4f,usr_01284,thomas.king57@ventures.co,United States,2024-05-22,False,usd,bank_transfer
cus_05e8ec2f938c40,usr_01287,tyler.anderson79@outlook.com,Germany,2024-05-22,False,usd,bank_transfer
cus_22616211eaa342,usr_01289,liam.scott67@gmail.com,United Kingdom,2024-05-23,True,usd,bank_transfer
cus_42c8e15a53f24b,usr_01293,brandon.kumar37@yahoo.com,United States,2024-05-24,False,usd,card
cus_7a36a16ab7904d,usr_01295,barbara.moore10@outlook.com,United States,2024-05-24,False,usd,bank_transfer
cus_8da5a597f04f47,usr_01296,brian.nelson96@gmail.com,United States,2024-05-24,False,usd,bank_transfer
cus_3979dcfc634d49,usr_01299,thomas.roberts34@outlook.com,United States,2024-05-24,False,usd,card
cus_309bc0428e9b48,usr_01301,lucas.young49@company.io,Sweden,2024-05-25,False,usd,bank_transfer
cus_df8c9977a1744f,usr_01304,noah.patel43@techcorp.com,India,2024-05-25,False,usd,card
cus_05ea08b69cb04c,usr_01310,amelia.kumar42@company.io,United States,2024-05-26,False,usd,card
cus_1057cdeaa94b49,usr_01313,michael.anderson15@labs.dev,United States,2024-05-26,False,usd,card
cus_ac27edd5767341,usr_01316,aaron.moore48@digital.com,France,2024-05-26,False,usd,bank_transfer
cus_2c9fdde973904d,usr_01317,william.young79@company.io,Spain,2024-05-27,False,usd,bank_transfer
cus_ca573dce82124e,usr_01319,jackson.patel54@startup.ai,United States,2024-05-27,False,usd,card
cus_3c08004c59304b,usr_01321,brian.miller13@startup.ai,Netherlands,2024-05-27,False,usd,bank_transfer
cus_4c36134f80a746,usr_01327,william.chen43@ventures.co,UAE,2024-05-27,False,usd,card
cus_f597a332d94342,usr_01332,ella.davis51@works.io,United States,2024-05-28,False,usd,card
cus_10aa310e380141,usr_01336,linda.lee23@startup.ai,United States,2024-05-29,False,usd,card
cus_6fb4cf2c6f5843,usr_01342,ryan.brown78@labs.dev,India,2024-05-29,False,usd,card
cus_2107a72159ce45,usr_01343,elizabeth.patel5@outlook.com,Italy,2024-05-29,False,usd,card
cus_c9a13f4537f141,usr_01344,evelyn.taylor11@yahoo.com,United States,2024-05-30,False,usd,bank_transfer
cus_d5e752187ddf49,usr_01348,adam.brown98@company.io,United States,2024-05-30,False,usd,card
cus_2cb58d57c46c4d,usr_01350,elijah.jackson82@yahoo.com,Netherlands,2024-05-31,False,usd,bank_transfer
cus_7a3a0f9e581f4e,usr_01355,charles.jackson7@techcorp.com,United States,2024-06-01,False,usd,bank_transfer
cus_9a9b1e09ebaf48,usr_01356,elizabeth.moore41@digital.com,United States,2024-06-01,False,usd,card
cus_122ed5685ccd43,usr_01359,noah.scott5@yahoo.com,Netherlands,2024-06-02,False,usd,bank_transfer
cus_db38675439644d,usr_01360,aiden.kim45@ventures.co,United States,2024-06-02,False,usd,card
cus_3030c72375084d,usr_01370,john.harris55@ventures.co,United Kingdom,2024-06-03,False,usd,bank_transfer
cus_4cf98b92ad5e46,usr_01371,ava.nguyen66@yahoo.com,United States,2024-06-03,False,usd,bank_transfer
cus_8f0d64296a2849,usr_01373,abigail.wright40@outlook.com,United States,2024-06-03,False,usd,card
cus_5f99138c6d4046,usr_01374,ethan.anderson26@yahoo.com,United Kingdom,2024-06-03,False,usd,card
cus_52cd70a521ad4d,usr_01377,david.scott71@labs.dev,United States,2024-06-04,False,usd,card
cus_bc8fd394715f49,usr_01378,aaron.patel91@labs.dev,United States,2024-06-04,False,usd,bank_transfer
cus_34de613937b748,usr_01379,ethan.wilson52@yahoo.com,United States,2024-06-04,False,usd,card
cus_585ef05371424b,usr_01380,adam.carter10@works.io,Brazil,2024-06-04,False,usd,card
cus_43d6f3dfc07745,usr_01381,kevin.nguyen78@company.io,United States,2024-06-04,False,usd,card
cus_ed0bdcf2c71741,usr_01386,david.anderson14@works.io,United States,2024-06-04,False,usd,card
cus_6c6244d2c97542,usr_01388,oliver.singh2@labs.dev,United States,2024-06-05,False,usd,bank_transfer
cus_74bd20e87d0244,usr_01393,oliver.thompson79@works.io,United States,2024-06-05,False,usd,bank_transfer
cus_bda873c1a8d042,usr_01394,logan.young63@outlook.com,United States,2024-06-05,False,usd,card
cus_a8e4894aeb8a47,usr_01395,tyler.reyes55@techcorp.com,United States,2024-06-06,False,usd,bank_transfer
cus_78d0c4002bd349,usr_01400,sophia.flores73@works.io,United States,2024-06-06,False,usd,bank_transfer
cus_6417f2d47f284f,usr_01401,robert.king19@gmail.com,United States,2024-06-07,False,usd,card
cus_4616616042b94f,usr_01402,ryan.miller93@works.io,United States,2024-06-07,False,usd,bank_transfer
cus_0339193a0a7b47,usr_01404,sarah.garcia25@outlook.com,United States,2024-06-07,False,usd,bank_transfer
cus_b4fc2f0e9fb240,usr_01406,oliver.patel36@ventures.co,United States,2024-06-07,False,usd,card
cus_49a324bd90b24b,usr_01410,emily.king79@outlook.com,United States,2024-06-08,False,usd,card
cus_83979e5e1d0c44,usr_01413,noah.mitchell96@labs.dev,United States,2024-06-08,False,usd,card
cus_365cb36211d743,usr_01418,elijah.scott98@ventures.co,Brazil,2024-06-09,False,usd,card
cus_24ec75913d8b4f,usr_01419,aiden.kumar69@ventures.co,United States,2024-06-09,False,usd,bank_transfer
cus_5fbd29b2c22d48,usr_01421,oliver.young99@yahoo.com,United States,2024-06-09,False,usd,card
cus_55c742698f044e,usr_01427,mason.nelson82@company.io,United States,2024-06-10,False,usd,card
cus_459cc26e67d74c,usr_01428,jessica.wilson11@works.io,Singapore,2024-06-10,False,usd,bank_transfer
cus_882bcd80db7243,usr_01431,jackson.jackson48@labs.dev,United States,2024-06-11,False,usd,card
cus_02b83be10f7d4d,usr_01432,lucas.jackson38@yahoo.com,United States,2024-06-11,False,usd,card
cus_0c11a588ae3743,usr_01433,oliver.roberts57@digital.com,Germany,2024-06-11,False,usd,bank_transfer
cus_827043509a1e48,usr_01435,logan.jones88@gmail.com,United States,2024-06-12,False,usd,bank_transfer
cus_b5c4b9616b1042,usr_01443,emma.young90@labs.dev,France,2024-06-13,False,usd,card
cus_99f0a32c06c94d,usr_01447,karen.taylor78@yahoo.com,United States,2024-06-13,False,usd,bank_transfer
cus_12c094a2ab964a,usr_01451,ryan.taylor67@startup.ai,Singapore,2024-06-13,False,usd,bank_transfer
cus_5b8998ab179d40,usr_01452,nathan.kumar62@works.io,United States,2024-06-13,True,usd,card
cus_e4f1fdf96edf4d,usr_01455,lucas.roberts96@gmail.com,UAE,2024-06-14,False,usd,bank_transfer
cus_f29034c2dcc747,usr_01457,charlotte.jones69@works.io,United States,2024-06-14,False,usd,card
cus_05c67820ac2f4f,usr_01462,jessica.martin60@labs.dev,Singapore,2024-06-15,False,usd,bank_transfer
cus_70cef8bafc3a48,usr_01463,tyler.brown26@outlook.com,United States,2024-06-15,False,usd,bank_transfer
cus_3a6085d458b44b,usr_01465,evelyn.kumar2@digital.com,United States,2024-06-15,True,usd,bank_transfer
cus_6ad157b8cf9b4a,usr_01469,jessica.wright65@works.io,United States,2024-06-16,False,usd,bank_transfer
cus_e6a584e3703c48,usr_01470,sophia.davis1@labs.dev,United States,2024-06-16,False,usd,bank_transfer
cus_8db93aa0c75b4b,usr_01471,lucas.kumar9@yahoo.com,United States,2024-06-16,False,usd,bank_transfer
cus_ec3d6355c12944,usr_01472,karen.miller24@works.io,France,2024-06-16,False,usd,card
cus_b5be202c160d47,usr_01473,ella.harris65@techcorp.com,United States,2024-06-16,False,usd,card
cus_279791f664b246,usr_01474,justin.chen79@techcorp.com,United Kingdom,2024-06-16,False,usd,card
cus_80e57f347f5742,usr_01475,kevin.taylor25@yahoo.com,United States,2024-06-16,False,usd,bank_transfer
cus_289efeafdd1842,usr_01476,evelyn.anderson61@works.io,United States,2024-06-16,False,usd,card
cus_725871d38b1e44,usr_01483,logan.moore32@outlook.com,United States,2024-06-18,False,usd,card
cus_46aa63c5699e47,usr_01487,william.jones20@ventures.co,United States,2024-06-18,False,usd,card
cus_3c429abfd0fa49,usr_01490,james.wilson47@startup.ai,United States,2024-06-18,False,usd,card
cus_ae7d0296f35b4e,usr_01491,tyler.white60@startup.ai,United States,2024-06-18,False,usd,bank_transfer
cus_c2cdabcc2bb844,usr_01495,oliver.carter42@works.io,United States,2024-06-19,False,usd,card
cus_dcef5f55d2574e,usr_01500,elizabeth.kim68@labs.dev,United States,2024-06-20,False,usd,card
cus_7328082d191e4a,usr_01506,justin.wilson42@outlook.com,France,2024-06-20,False,usd,card
cus_7949c32423db49,usr_01507,kevin.white21@techcorp.com,United States,2024-06-20,False,usd,bank_transfer
cus_87e7c8f312e940,usr_01508,joseph.white18@gmail.com,United States,2024-06-20,False,usd,bank_transfer
cus_89c972aad6484c,usr_01509,adam.baker96@labs.dev,United States,2024-06-20,False,usd,card
cus_4af1a2feaeec49,usr_01510,patricia.mitchell27@company.io,Netherlands,2024-06-20,False,usd,bank_transfer
cus_3ecaa6267fe742,usr_01512,charlotte.davis16@company.io,United States,2024-06-21,False,usd,card
cus_d17edef89cb64e,usr_01513,olivia.king27@company.io,United States,2024-06-21,False,usd,bank_transfer
cus_1a8ce0185ecf4c,usr_01514,noah.patel15@works.io,United States,2024-06-21,False,usd,bank_transfer
cus_f124464b4bad45,usr_01517,brandon.baker94@techcorp.com,United Kingdom,2024-06-21,False,usd,card
cus_ad113aceb65b4b,usr_01518,barbara.martin2@digital.com,United States,2024-06-21,False,usd,bank_transfer
cus_4648f158cc4545,usr_01519,william.wilson8@gmail.com,Italy,2024-06-21,False,usd,card
cus_85e8829f29124d,usr_01523,elijah.king43@gmail.com,United States,2024-06-21,False,usd,bank_transfer
cus_1df0a3d9713348,usr_01526,robert.nelson61@outlook.com,United States,2024-06-22,False,usd,bank_transfer
cus_810a3515f4c24b,usr_01528,tyler.thompson85@startup.ai,United States,2024-06-22,False,usd,bank_transfer
cus_0a4da939f12146,usr_01530,william.taylor96@outlook.com,United States,2024-06-22,False,usd,card
cus_f8da5ffc86f14b,usr_01532,eric.allen86@labs.dev,United States,2024-06-23,False,usd,card
cus_2259684ce0964a,usr_01533,charlotte.kim42@yahoo.com,United States,2024-06-23,True,usd,card
cus_7f7c0f2df4464a,usr_01537,nathan.scott52@digital.com,United States,2024-06-23,False,usd,bank_transfer
cus_d09ec9eaf6164a,usr_01538,sophia.flores57@works.io,United States,2024-06-23,False,usd,card
cus_db6e8faddd9d46,usr_01540,justin.lee86@outlook.com,Spain,2024-06-23,False,usd,card
cus_9c7f33b352ef40,usr_01542,joseph.roberts71@outlook.com,United States,2024-06-23,False,usd,card
cus_07bc0d17bd6c41,usr_01543,nathan.scott56@labs.dev,United States,2024-06-23,False,usd,card
cus_8091acb8dfca4c,usr_01555,oliver.taylor19@labs.dev,United States,2024-06-24,False,usd,card
cus_f05ca4577a3f4b,usr_01556,ryan.davis14@works.io,France,2024-06-24,False,usd,card
cus_bea76ed384f441,usr_01559,hannah.roberts22@digital.com,United States,2024-06-25,False,usd,bank_transfer
cus_db1894f14a0a4b,usr_01560,jessica.chen94@outlook.com,United States,2024-06-25,False,usd,bank_transfer
cus_90b63382da4842,usr_01567,chloe.miller98@outlook.com,India,2024-06-26,False,usd,bank_transfer
cus_f009e2e18c5042,usr_01574,hannah.king23@startup.ai,United States,2024-06-27,False,usd,card
cus_e160407f4ab94d,usr_01576,robert.adams64@digital.com,United States,2024-06-27,False,usd,card
cus_567b1abd062648,usr_01577,richard.thompson57@startup.ai,France,2024-06-27,False,usd,card
cus_e84b5d2cb3ae40,usr_01581,nathan.thompson69@startup.ai,United States,2024-06-28,True,usd,card
cus_2e29bbdd04de42,usr_01582,william.baker79@techcorp.com,United States,2024-06-28,False,usd,bank_transfer
cus_c45ca149f9534e,usr_01583,liam.harris32@gmail.com,Italy,2024-06-28,False,usd,card
cus_68b85170c2bc41,usr_01585,sophia.white38@gmail.com,United States,2024-06-29,False,usd,card
cus_c60f4f7374d04f,usr_01590,jessica.wang65@outlook.com,Canada,2024-06-29,False,usd,card
cus_b8edb12e4d954b,usr_01594,aiden.brown91@labs.dev,United States,2024-06-29,False,usd,card
cus_462a1dee62c045,usr_01595,abigail.scott73@techcorp.com,United States,2024-06-30,False,usd,card
cus_f978d69220e64f,usr_01599,john.scott79@outlook.com,India,2024-06-30,False,usd,card
cus_f3a1ed7c36bb43,usr_01604,brian.carter12@labs.dev,United States,2024-07-01,False,usd,bank_transfer
cus_dfd525fdf10e4c,usr_01609,nathan.jones82@company.io,United States,2024-07-01,False,usd,card
cus_e351d99ee8e748,usr_01611,olivia.kim91@labs.dev,United States,2024-07-02,False,usd,bank_transfer
cus_4a38790dedbc4f,usr_01612,barbara.mitchell5@digital.com,United States,2024-07-02,False,usd,card
cus_5aab8aa3f51c4e,usr_01616,abigail.lee32@startup.ai,United States,2024-07-02,False,usd,bank_transfer
cus_cf940817700948,usr_01620,susan.young58@yahoo.com,United States,2024-07-02,False,usd,card
cus_5947581565ce4b,usr_01625,liam.brown39@gmail.com,United Kingdom,2024-07-03,False,usd,card
cus_9770134851564f,usr_01627,nathan.thomas28@gmail.com,France,2024-07-03,False,usd,bank_transfer
cus_c5f9c6f2cf9845,usr_01628,tyler.harris92@outlook.com,United States,2024-07-03,False,usd,card
cus_f4e93c83d6864f,usr_01630,michael.young85@company.io,United States,2024-07-03,False,usd,bank_transfer
cus_b68fce6062f845,usr_01633,victoria.allen53@techcorp.com,United States,2024-07-04,True,usd,card
cus_06ed5b90f27240,usr_01635,hannah.adams17@labs.dev,United States,2024-07-04,False,usd,bank_transfer
cus_4842960f076c49,usr_01637,aiden.king88@techcorp.com,United States,2024-07-04,False,usd,bank_transfer
cus_ff83b0eb5b1a45,usr_01641,robert.jones79@ventures.co,United States,2024-07-04,False,usd,bank_transfer
cus_74b7dc6e213d4c,usr_01642,madison.taylor85@gmail.com,Sweden,2024-07-04,False,usd,card
cus_761d876b287f40,usr_01644,nathan.thompson60@startup.ai,United States,2024-07-04,False,usd,bank_transfer
cus_b79f532b2fb147,usr_01647,adam.martin72@techcorp.com,Singapore,2024-07-05,False,usd,card
cus_c8b0f0e3a31348,usr_01648,amelia.king88@outlook.com,United States,2024-07-05,False,usd,card
cus_82732128139245,usr_01649,charlotte.wang93@digital.com,United States,2024-07-05,False,usd,bank_transfer
cus_9440e9d39f074e,usr_01650,natalie.king19@gmail.com,United States,2024-07-05,False,usd,card
cus_d7ff24006f8e40,usr_01652,michael.harris70@digital.com,United States,2024-07-05,False,usd,card
cus_bc4c2bd374e045,usr_01664,ryan.mitchell53@digital.com,United States,2024-07-06,False,usd,card
cus_54841d5ff4284d,usr_01665,emma.lee67@ventures.co,United States,2024-07-06,False,usd,card
cus_d26d5afdffbb40,usr_01666,mary.white86@digital.com,United States,2024-07-07,False,usd,bank_transfer
cus_232eebd25f7a40,usr_01668,emma.roberts98@yahoo.com,United States,2024-07-07,False,usd,bank_transfer
cus_649ec09051f043,usr_01672,natalie.king44@labs.dev,Brazil,2024-07-07,False,usd,card
cus_b7e3e40ae83a44,usr_01676,michael.williams61@ventures.co,United States,2024-07-07,False,usd,card
cus_e521a251c41e49,usr_01677,david.johnson57@startup.ai,UAE,2024-07-07,False,usd,bank_transfer
cus_c938f248892549,usr_01681,liam.young78@startup.ai,United States,2024-07-08,False,usd,bank_transfer
cus_b153c4cf6dcd41,usr_01683,jackson.moore41@labs.dev,United Kingdom,2024-07-08,False,usd,card
cus_96ac0ea812824b,usr_01685,john.moore43@outlook.com,Spain,2024-07-08,False,usd,bank_transfer
cus_375a326c14104a,usr_01691,james.wilson10@company.io,United States,2024-07-09,False,usd,bank_transfer
cus_0939fb834f534a,usr_01693,eric.wright75@yahoo.com,India,2024-07-09,False,usd,card
cus_d99c2a11c7714c,usr_01694,brandon.miller91@gmail.com,India,2024-07-09,False,usd,card
cus_12d75833a35b48,usr_01696,mason.harris92@gmail.com,United States,2024-07-10,False,usd,card
cus_e9f928abc6e64a,usr_01697,liam.chen26@labs.dev,United States,2024-07-10,False,usd,bank_transfer
cus_1c7bec775eef4c,usr_01699,charlotte.smith26@yahoo.com,United States,2024-07-10,False,usd,card
cus_06730584d6b641,usr_01702,elijah.nelson28@techcorp.com,Spain,2024-07-11,False,usd,bank_transfer
cus_1981e32b84044b,usr_01706,eric.garcia99@digital.com,United States,2024-07-11,False,usd,bank_transfer
cus_aceb26f33edd49,usr_01707,elijah.jones58@startup.ai,Australia,2024-07-11,False,usd,bank_transfer
cus_5634b66eb38942,usr_01709,aiden.jackson22@digital.com,United States,2024-07-11,False,usd,bank_transfer
cus_f36bbab1eb0544,usr_01710,olivia.nelson52@startup.ai,Netherlands,2024-07-11,False,usd,card
cus_0f40a189ca6041,usr_01713,lily.thomas24@digital.com,United States,2024-07-11,False,usd,card
cus_19a48ffd643a48,usr_01714,ethan.patel44@techcorp.com,United States,2024-07-11,False,usd,bank_transfer
cus_74898f9cc2f24f,usr_01715,lucas.adams71@techcorp.com,United States,2024-07-11,False,usd,bank_transfer
cus_5f07b5bdeea847,usr_01721,jackson.young89@startup.ai,United States,2024-07-12,True,usd,card
cus_570caa0458f849,usr_01723,joseph.white41@company.io,United States,2024-07-12,False,usd,bank_transfer
cus_3ee97cfa309740,usr_01729,barbara.green32@labs.dev,United States,2024-07-12,True,usd,card
cus_078e0f8b28e643,usr_01730,james.king62@digital.com,United States,2024-07-13,True,usd,bank_transfer
cus_dda0733e6d294e,usr_01733,tyler.jackson37@works.io,Italy,2024-07-13,False,usd,card
cus_7732ed2a216749,usr_01737,logan.moore59@digital.com,United States,2024-07-13,False,usd,card
cus_3f883fb3475e42,usr_01740,ryan.king42@yahoo.com,United States,2024-07-14,False,usd,card
cus_13763d082d5e42,usr_01744,justin.green11@startup.ai,United States,2024-07-14,False,usd,bank_transfer
cus_77512069b6a240,usr_01746,brandon.adams12@works.io,United States,2024-07-15,False,usd,card
cus_957af90c52a641,usr_01747,david.davis31@company.io,United States,2024-07-15,False,usd,bank_transfer
cus_c4aaf83fd58b44,usr_01749,patricia.williams20@company.io,United States,2024-07-15,False,usd,card
cus_cf2adde0229746,usr_01757,mary.mitchell99@works.io,UAE,2024-07-16,False,usd,card
cus_30db9ea5f67b4d,usr_01759,justin.kim76@company.io,United States,2024-07-17,False,usd,bank_transfer
cus_3ef5260e595443,usr_01765,aaron.smith49@labs.dev,United States,2024-07-17,True,usd,card
cus_3e4689b38fa94c,usr_01766,michael.brown83@company.io,United States,2024-07-18,False,usd,card
cus_ab8ccdaaebb24d,usr_01767,lily.green54@techcorp.com,United States,2024-07-18,False,usd,bank_transfer
cus_013a39d763074c,usr_01769,aaron.white61@gmail.com,United States,2024-07-18,False,usd,bank_transfer
cus_3b8304ac4cd944,usr_01772,jennifer.adams5@gmail.com,United States,2024-07-19,False,usd,card
cus_d7d4b1bf0bd542,usr_01773,chloe.roberts2@yahoo.com,United States,2024-07-19,False,usd,card
cus_17e3731098e24f,usr_01777,mia.harris47@techcorp.com,United States,2024-07-20,False,usd,card
cus_f9c35d8e15d54d,usr_01779,aiden.wang95@startup.ai,United States,2024-07-20,False,usd,bank_transfer
cus_3f0a3dc15b9441,usr_01785,isabella.davis67@gmail.com,Sweden,2024-07-21,False,usd,bank_transfer
cus_30a21f19343848,usr_01786,sarah.lee88@company.io,United States,2024-07-21,False,usd,card
cus_fa79314c8f624e,usr_01787,michael.king51@works.io,United States,2024-07-21,False,usd,bank_transfer
cus_5a15b65642994e,usr_01788,adam.adams45@digital.com,United States,2024-07-21,False,usd,bank_transfer
cus_508db8a56e0149,usr_01789,michael.harris92@company.io,Germany,2024-07-21,False,usd,card
cus_c8b2b9d194104d,usr_01791,ethan.allen82@works.io,United States,2024-07-21,False,usd,bank_transfer
cus_a0d519c3ea3f46,usr_01797,olivia.johnson50@labs.dev,United States,2024-07-22,False,usd,bank_transfer
cus_42a30ca4742a4c,usr_01806,patricia.young15@ventures.co,Australia,2024-07-23,False,usd,bank_transfer
cus_4f5c970838854b,usr_01807,susan.patel50@gmail.com,Germany,2024-07-24,False,usd,bank_transfer
cus_1c79c8ef0eea4f,usr_01811,isabella.johnson82@startup.ai,Spain,2024-07-24,False,usd,card
cus_ecf86dd646ee4d,usr_01814,ethan.singh16@yahoo.com,United States,2024-07-24,False,usd,bank_transfer
cus_f33c5393c3a149,usr_01818,emily.adams8@startup.ai,United States,2024-07-24,False,usd,card
cus_6201c33a2d0b40,usr_01819,michael.chen68@digital.com,United States,2024-07-24,False,usd,card
cus_7994cea0bcc845,usr_01820,brandon.wilson62@company.io,United States,2024-07-24,False,usd,card
cus_92a7be2e9bd44e,usr_01823,nathan.jones73@outlook.com,Sweden,2024-07-24,False,usd,bank_transfer
cus_417d60887d4f4f,usr_01824,hannah.nelson34@company.io,United States,2024-07-24,False,usd,card
cus_9c7ff49af19348,usr_01826,aaron.green78@labs.dev,United States,2024-07-25,False,usd,bank_transfer
cus_af36cf4f336d47,usr_01829,evelyn.johnson72@outlook.com,United States,2024-07-25,True,usd,card
cus_ce4ca3724c8542,usr_01831,sophia.wright78@works.io,United States,2024-07-25,False,usd,bank_transfer
cus_8e54a033893240,usr_01834,emily.kumar67@works.io,United States,2024-07-26,False,usd,card
cus_b1ea111e97ca45,usr_01835,jennifer.thompson37@techcorp.com,United States,2024-07-26,False,usd,card
cus_a4c61d4ae6ee4a,usr_01838,elijah.carter18@digital.com,United States,2024-07-26,False,usd,bank_transfer
cus_1fb80d5f979f43,usr_01840,jackson.thomas82@techcorp.com,United States,2024-07-26,False,usd,bank_transfer
cus_c4d347baebcc4e,usr_01841,elijah.wright48@labs.dev,United States,2024-07-26,False,usd,card
cus_60911f8ec91040,usr_01845,sarah.singh35@company.io,Brazil,2024-07-27,False,usd,bank_transfer
cus_6bc99c7a67e140,usr_01852,ella.moore20@company.io,France,2024-07-27,True,usd,bank_transfer
cus_c732501be95046,usr_01853,harper.king50@yahoo.com,United States,2024-07-27,False,usd,card
cus_2752b1fe827f43,usr_01854,evelyn.johnson74@outlook.com,United States,2024-07-27,False,usd,bank_transfer
cus_46c30659e3ba4a,usr_01857,jessica.allen77@digital.com,United States,2024-07-28,False,usd,card
cus_690baed2112348,usr_01859,barbara.baker70@gmail.com,Brazil,2024-07-28,False,usd,card
cus_b1f7bf8b7cfc42,usr_01860,abigail.kumar44@works.io,United States,2024-07-28,False,usd,card
cus_05de8cf121e847,usr_01862,barbara.jones22@ventures.co,UAE,2024-07-28,False,usd,card
cus_6499504594a743,usr_01863,richard.king36@ventures.co,United States,2024-07-28,False,usd,card
cus_456756b0ef8544,usr_01870,patricia.harris12@yahoo.com,United States,2024-07-30,True,usd,card
cus_45eab0eebff64f,usr_01873,charles.anderson12@company.io,United Kingdom,2024-07-30,False,usd,bank_transfer
cus_96a359fda80f40,usr_01875,mary.jackson9@outlook.com,UAE,2024-07-30,False,usd,bank_transfer
cus_81aa69557e3640,usr_01879,william.anderson20@labs.dev,United States,2024-07-30,False,usd,bank_transfer
cus_03cade3d73594f,usr_01881,emily.davis82@yahoo.com,United States,2024-07-31,False,usd,card
cus_849a0750820147,usr_01885,jackson.nelson64@works.io,United States,2024-07-31,False,usd,card
cus_a47c54441c5f4a,usr_01886,robert.reyes15@techcorp.com,United States,2024-07-31,False,usd,bank_transfer
cus_0d9cbbb823bd47,usr_01892,william.miller7@startup.ai,United States,2024-08-01,False,usd,card
cus_17cfb0312ccb4e,usr_01893,natalie.baker77@outlook.com,United States,2024-08-01,False,usd,bank_transfer
cus_c8ca7eecc1af4b,usr_01896,barbara.lee4@gmail.com,United States,2024-08-01,False,usd,card
cus_b3466b494d6644,usr_01897,ryan.chen58@gmail.com,United States,2024-08-01,False,usd,bank_transfer
cus_28edc6313dae4e,usr_01904,oliver.jackson55@yahoo.com,United States,2024-08-02,False,usd,card
cus_421c04e013e746,usr_01908,oliver.lee81@startup.ai,Italy,2024-08-02,False,usd,card
cus_aa993cf4b53440,usr_01909,william.nguyen77@techcorp.com,Spain,2024-08-02,False,usd,bank_transfer
