hs_contact_id,user_id,email,first_name,last_name,country,lifecycle_stage,lead_source,plan,created_date,last_activity_date,industry,company_size,subscribed_to_marketing
hs_c_291800124b,usr_01283,charles.moore8@ventures.co,Charles,Moore,Germany,customer,Direct,pro,2024-05-22,2024-06-11,Legal,11-50,True
hs_c_cbb28e29fb,usr_01284,thomas.king57@ventures.co,Thomas,King,United States,customer,Paid Search,pro,2024-05-22,2024-06-28,Education,11-50,True
hs_c_5ebe7b4ba6,usr_01287,tyler.anderson79@outlook.com,Tyler,Anderson,Germany,customer,Organic Search,pro,2024-05-22,2024-07-02,Real Estate,11-50,True
hs_c_08dfadcbf1,usr_01289,liam.scott67@gmail.com,Liam,Scott,United Kingdom,customer,Paid Social,business,2024-05-23,2024-06-04,E-commerce,11-50,True
hs_c_dcbf1c8da8,usr_01291,aaron.green28@ventures.co,Aaron,Green,United States,lead,Referral,free,2024-05-23,2024-06-13,Legal,51-200,True
hs_c_fa14891298,usr_01292,james.williams14@works.io,James,Williams,United States,lead,Paid Social,free,2024-05-23,2024-07-22,Legal,11-50,True
hs_c_3c666ad1ec,usr_01293,brandon.kumar37@yahoo.com,Brandon,Kumar,United States,customer,Referral,business,2024-05-24,2024-07-01,Finance,1-10,False
hs_c_9f9a9e33bd,usr_01295,barbara.moore10@outlook.com,Barbara,Moore,United States,customer,Paid Search,pro,2024-05-24,2024-07-04,Legal,51-200,True
hs_c_56392f7dbe,usr_01296,brian.nelson96@gmail.com,Brian,Nelson,United States,customer,Paid Search,pro,2024-05-24,2024-07-09,Legal,51-200,True
hs_c_751bf433bf,usr_01298,nathan.allen66@ventures.co,Nathan,Allen,United States,lead,Paid Search,free,2024-05-24,2024-07-12,SaaS,11-50,True
hs_c_a5cbe698d8,usr_01299,thomas.roberts34@outlook.com,Thomas,Roberts,United States,customer,Referral,pro,2024-05-24,2024-07-17,Real Estate,11-50,True
hs_c_c6ba64e278,usr_01301,lucas.young49@company.io,Lucas,Young,Sweden,customer,Paid Social,pro,2024-05-25,2024-05-31,SaaS,11-50,True
hs_c_af03ee17ae,usr_01304,noah.patel43@techcorp.com,Noah,Patel,India,customer,Paid Search,pro,2024-05-25,2024-07-22,Consulting,51-200,True
hs_c_625fa524a5,usr_01307,chloe.kim99@gmail.com,Chloe,Kim,United States,lead,Direct,free,2024-05-25,2024-06-09,Media,11-50,False
hs_c_9192e78c3c,usr_01310,amelia.kumar42@company.io,Amelia,Kumar,United States,customer,Paid Search,pro,2024-05-26,2024-07-08,Media,51-200,True
hs_c_1313200fd3,usr_01311,lucas.singh14@outlook.com,Lucas,Singh,Italy,lead,Paid Search,free,2024-05-26,2024-07-08,Education,51-200,True
hs_c_127d841060,usr_01313,michael.anderson15@labs.dev,Michael,Anderson,United States,customer,Paid Social,pro,2024-05-26,2024-07-19,SaaS,11-50,True
hs_c_2e3d3f4570,usr_01315,ethan.smith56@outlook.com,Ethan,Smith,United States,lead,Organic Search,free,2024-05-26,2024-06-12,Finance,51-200,True
hs_c_5747d69c56,usr_01316,aaron.moore48@digital.com,Aaron,Moore,France,customer,Referral,business,2024-05-26,2024-05-28,Real Estate,51-200,False
hs_c_c49876422e,usr_01317,william.young79@company.io,William,Young,Spain,customer,Referral,pro,2024-05-27,2024-06-19,Healthcare,51-200,True
hs_c_649950c59b,usr_01318,sarah.patel96@startup.ai,Sarah,Patel,Germany,lead,Paid Social,free,2024-05-27,2024-05-31,Consulting,1-10,True
hs_c_b7b236f26a,usr_01319,jackson.patel54@startup.ai,Jackson,Patel,United States,customer,Paid Social,pro,2024-05-27,2024-07-17,Consulting,1-10,True
hs_c_7b604c2b79,usr_01320,lucas.jones90@techcorp.com,Lucas,Jones,United States,lead,Organic Search,free,2024-05-27,2024-06-01,E-commerce,1-10,True
hs_c_00e36bc858,usr_01321,brian.miller13@startup.ai,Brian,Miller,Netherlands,customer,Referral,pro,2024-05-27,2024-07-16,SaaS,51-200,True
hs_c_7de0a413fb,usr_01322,elijah.anderson82@startup.ai,Elijah,Anderson,United States,lead,Referral,free,2024-05-27,2024-07-06,Legal,1-10,False
hs_c_593231c50e,usr_01324,eric.allen99@digital.com,Eric,Allen,United States,lead,Paid Search,free,2024-05-27,2024-07-13,Education,11-50,True
hs_c_075dbfbb4d,usr_01325,amelia.wang76@outlook.com,Amelia,Wang,United States,lead,Organic Search,free,2024-05-27,2024-07-14,Consulting,1-10,True
hs_c_8cbb8787be,usr_01327,william.chen43@ventures.co,William,Chen,UAE,customer,Paid Social,business,2024-05-27,2024-06-11,Real Estate,51-200,True
hs_c_89e3fe371e,usr_01329,grace.harris79@outlook.com,Grace,Harris,United States,lead,Organic Search,free,2024-05-28,2024-06-17,Consulting,1-10,True
hs_c_38b8036af5,usr_01332,ella.davis51@works.io,Ella,Davis,United States,customer,Paid Search,pro,2024-05-28,2024-06-29,Education,11-50,True
hs_c_edf8ba547e,usr_01336,linda.lee23@startup.ai,Linda,Lee,United States,customer,Referral,pro,2024-05-29,2024-07-14,SaaS,11-50,True
hs_c_829a282f31,usr_01340,aaron.green2@works.io,Aaron,Green,United States,lead,Paid Social,free,2024-05-29,2024-06-03,Real Estate,11-50,True
hs_c_5a537fd3a6,usr_01341,john.moore90@gmail.com,John,Moore,Netherlands,lead,Paid Social,free,2024-05-29,2024-06-22,Finance,11-50,True
hs_c_3a137f682d,usr_01342,ryan.brown78@labs.dev,Ryan,Brown,India,customer,Paid Search,pro,2024-05-29,2024-07-10,Media,11-50,True
hs_c_c20c460c41,usr_01343,elizabeth.patel5@outlook.com,Elizabeth,Patel,Italy,customer,Paid Social,pro,2024-05-29,2024-07-14,Healthcare,1-10,True
hs_c_da7583ba20,usr_01344,evelyn.taylor11@yahoo.com,Evelyn,Taylor,United States,customer,Organic Search,pro,2024-05-30,2024-07-13,Education,1-10,True
hs_c_fd0c3c402c,usr_01348,adam.brown98@company.io,Adam,Brown,United States,customer,Paid Search,business,2024-05-30,2024-06-14,Legal,1-10,True
hs_c_616ba460bb,usr_01349,madison.moore57@yahoo.com,Madison,Moore,United States,lead,Paid Search,free,2024-05-31,2024-07-20,SaaS,11-50,True
hs_c_ce0e20bfec,usr_01350,elijah.jackson82@yahoo.com,Elijah,Jackson,Netherlands,customer,Organic Search,pro,2024-05-31,2024-06-19,SaaS,11-50,True
hs_c_0f34844ef0,usr_01355,charles.jackson7@techcorp.com,Charles,Jackson,United States,customer,Referral,business,2024-06-01,2024-06-10,Education,51-200,False
hs_c_26c9eaa54a,usr_01356,elizabeth.moore41@digital.com,Elizabeth,Moore,United States,customer,Paid Search,business,2024-06-01,2024-07-15,Education,1-10,False
hs_c_2257492e26,usr_01359,noah.scott5@yahoo.com,Noah,Scott,Netherlands,customer,Referral,business,2024-06-02,2024-07-16,Real Estate,11-50,False
hs_c_fe4642c652,usr_01360,aiden.kim45@ventures.co,Aiden,Kim,United States,customer,Referral,pro,2024-06-02,2024-07-30,Finance,1-10,False
hs_c_1a1e928d78,usr_01362,richard.roberts15@gmail.com,Richard,Roberts,United States,lead,Paid Social,free,2024-06-02,2024-06-30,Legal,51-200,True
hs_c_9d7c1935d3,usr_01363,ryan.thomas76@labs.dev,Ryan,Thomas,Germany,lead,Referral,free,2024-06-02,2024-07-20,Healthcare,11-50,False
hs_c_83646869ec,usr_01365,olivia.smith61@ventures.co,Olivia,Smith,United States,lead,Paid Search,free,2024-06-03,2024-06-09,Healthcare,11-50,True
hs_c_df6182a21d,usr_01366,ryan.miller40@startup.ai,Ryan,Miller,United States,lead,Referral,free,2024-06-03,2024-07-18,Consulting,11-50,False
hs_c_fb3e6cfdbf,usr_01368,emily.carter32@labs.dev,Emily,Carter,United States,lead,Direct,free,2024-06-03,2024-06-29,Finance,51-200,True
hs_c_a0576b59d3,usr_01370,john.harris55@ventures.co,John,Harris,United Kingdom,customer,Organic Search,pro,2024-06-03,2024-07-27,Finance,51-200,False
hs_c_22f855b614,usr_01371,ava.nguyen66@yahoo.com,Ava,Nguyen,United States,customer,Organic Search,pro,2024-06-03,2024-06-16,Consulting,11-50,True
hs_c_39e6e559ce,usr_01372,tyler.reyes97@digital.com,Tyler,Reyes,Germany,lead,Paid Search,free,2024-06-03,2024-08-02,Consulting,1-10,True
hs_c_692660aa39,usr_01373,abigail.wright40@outlook.com,Abigail,Wright,United States,customer,Referral,business,2024-06-03,2024-06-07,Consulting,11-50,True
hs_c_3c1fb3395e,usr_01374,ethan.anderson26@yahoo.com,Ethan,Anderson,United Kingdom,customer,Paid Social,business,2024-06-03,2024-06-09,Consulting,11-50,True
hs_c_d1b1aa9cdb,usr_01375,charles.garcia27@company.io,Charles,Garcia,United States,lead,Organic Search,free,2024-06-03,2024-06-17,Education,1-10,True
hs_c_4ca77d5c82,usr_01376,madison.martin48@works.io,Madison,Martin,United States,lead,Paid Social,free,2024-06-03,2024-06-16,SaaS,11-50,True
hs_c_8f681e56db,usr_01377,david.scott71@labs.dev,David,Scott,United States,customer,Referral,pro,2024-06-04,2024-07-11,Education,51-200,True
hs_c_365e296915,usr_01378,aaron.patel91@labs.dev,Aaron,Patel,United States,customer,Paid Social,pro,2024-06-04,2024-06-20,E-commerce,1-10,True
hs_c_125dedf79c,usr_01379,ethan.wilson52@yahoo.com,Ethan,Wilson,United States,customer,Paid Search,business,2024-06-04,2024-07-08,Healthcare,11-50,True
hs_c_0baede2c2b,usr_01380,adam.carter10@works.io,Adam,Carter,Brazil,customer,Paid Search,pro,2024-06-04,2024-08-03,Healthcare,11-50,True
hs_c_002dca546f,usr_01381,kevin.nguyen78@company.io,Kevin,Nguyen,United States,customer,Paid Social,pro,2024-06-04,2024-07-03,Consulting,1-10,True
hs_c_18f517587f,usr_01384,charles.carter50@startup.ai,Charles,Carter,United States,lead,Referral,free,2024-06-04,2024-08-02,Consulting,11-50,False
hs_c_942cfb7814,usr_01385,karen.allen5@labs.dev,Karen,Allen,United States,lead,Paid Search,free,2024-06-04,2024-08-02,Finance,11-50,True
hs_c_333ccd8996,usr_01386,david.anderson14@works.io,David,Anderson,United States,customer,Paid Social,pro,2024-06-04,2024-07-06,Media,1-10,True
hs_c_2dc49e6aae,usr_01387,olivia.miller21@gmail.com,Olivia,Miller,United States,lead,Paid Search,free,2024-06-05,2024-08-02,Healthcare,1-10,True
hs_c_b934f86de1,usr_01388,oliver.singh2@labs.dev,Oliver,Singh,United States,customer,Referral,pro,2024-06-05,2024-06-12,Media,51-200,True
hs_c_a8c9dc8bd2,usr_01389,ava.carter55@techcorp.com,Ava,Carter,United States,lead,Direct,free,2024-06-05,2024-07-05,Finance,51-200,True
hs_c_ca1de514d9,usr_01393,oliver.thompson79@works.io,Oliver,Thompson,United States,customer,Referral,pro,2024-06-05,2024-06-12,Media,11-50,False
hs_c_931594949c,usr_01394,logan.young63@outlook.com,Logan,Young,United States,customer,Referral,pro,2024-06-05,2024-07-07,Media,11-50,False
hs_c_6a94e82944,usr_01395,tyler.reyes55@techcorp.com,Tyler,Reyes,United States,customer,Referral,business,2024-06-06,2024-06-22,Healthcare,51-200,True
hs_c_33b84461fc,usr_01396,ella.johnson38@yahoo.com,Ella,Johnson,France,lead,Paid Search,free,2024-06-06,2024-07-03,Healthcare,11-50,True
hs_c_1ccf9fe59a,usr_01398,noah.williams32@ventures.co,Noah,Williams,Spain,lead,Referral,free,2024-06-06,2024-06-26,Consulting,1-10,True
hs_c_4847ef3234,usr_01399,michael.wilson56@labs.dev,Michael,Wilson,United States,lead,Paid Social,free,2024-06-06,2024-07-17,Finance,11-50,True
hs_c_5a9b0f8314,usr_01400,sophia.flores73@works.io,Sophia,Flores,United States,customer,Paid Social,pro,2024-06-06,2024-07-02,Media,1-10,True
hs_c_949fd4169a,usr_01401,robert.king19@gmail.com,Robert,King,United States,customer,Paid Search,pro,2024-06-07,2024-07-24,Real Estate,51-200,True
hs_c_d0c5757ff0,usr_01402,ryan.miller93@works.io,Ryan,Miller,United States,customer,Paid Social,pro,2024-06-07,2024-07-08,Marketing,11-50,True
hs_c_52488d56c9,usr_01404,sarah.garcia25@outlook.com,Sarah,Garcia,United States,customer,Paid Social,pro,2024-06-07,2024-07-24,Real Estate,11-50,False
hs_c_f9b8a9eaa9,usr_01405,karen.flores89@company.io,Karen,Flores,Sweden,lead,Organic Search,free,2024-06-07,2024-06-19,SaaS,11-50,True
hs_c_8bd6f82e63,usr_01406,oliver.patel36@ventures.co,Oliver,Patel,United States,customer,Referral,pro,2024-06-07,2024-06-29,Consulting,11-50,True
hs_c_3e2d8fcfb7,usr_01407,abigail.williams87@yahoo.com,Abigail,Williams,Brazil,lead,Paid Search,free,2024-06-07,2024-07-21,Finance,11-50,True
hs_c_d95eb7f79c,usr_01408,mary.nelson54@gmail.com,Mary,Nelson,United States,lead,Referral,free,2024-06-08,2024-07-24,Consulting,11-50,True
hs_c_80ad5ea545,usr_01410,emily.king79@outlook.com,Emily,King,United States,customer,Paid Social,business,2024-06-08,2024-07-14,Finance,51-200,True
hs_c_1eb04438c0,usr_01411,brian.reyes82@ventures.co,Brian,Reyes,Sweden,lead,Paid Search,free,2024-06-08,2024-06-25,Real Estate,11-50,True
hs_c_8562b55926,usr_01413,noah.mitchell96@labs.dev,Noah,Mitchell,United States,customer,Paid Search,pro,2024-06-08,2024-06-18,Media,1-10,True
hs_c_22b3ef05d4,usr_01414,aiden.anderson52@techcorp.com,Aiden,Anderson,United States,lead,Paid Search,free,2024-06-08,2024-07-07,SaaS,51-200,True
hs_c_9e9b6f7445,usr_01415,nathan.kim72@labs.dev,Nathan,Kim,United States,lead,Paid Social,free,2024-06-09,2024-06-23,Healthcare,1-10,True
hs_c_4e3e8e2088,usr_01418,elijah.scott98@ventures.co,Elijah,Scott,Brazil,customer,Paid Social,business,2024-06-09,2024-08-04,SaaS,11-50,False
hs_c_ababb9a9bc,usr_01419,aiden.kumar69@ventures.co,Aiden,Kumar,United States,customer,Referral,pro,2024-06-09,2024-07-01,Consulting,11-50,True
hs_c_276da2c29e,usr_01421,oliver.young99@yahoo.com,Oliver,Young,United States,customer,Referral,business,2024-06-09,2024-06-18,Education,51-200,True
hs_c_12996a4fc5,usr_01422,noah.white36@digital.com,Noah,White,United States,lead,Paid Search,free,2024-06-09,2024-08-02,Healthcare,11-50,True
hs_c_202c7dd605,usr_01425,natalie.thomas1@techcorp.com,Natalie,Thomas,United States,lead,Organic Search,free,2024-06-09,2024-07-09,Legal,11-50,True
hs_c_2cf6f45801,usr_01427,mason.nelson82@company.io,Mason,Nelson,United States,customer,Paid Search,business,2024-06-10,2024-07-06,SaaS,51-200,True
hs_c_b7c19a6070,usr_01428,jessica.wilson11@works.io,Jessica,Wilson,Singapore,customer,Referral,pro,2024-06-10,2024-06-11,Real Estate,51-200,True
hs_c_dd1b242942,usr_01431,jackson.jackson48@labs.dev,Jackson,Jackson,United States,customer,Paid Search,pro,2024-06-11,2024-06-18,E-commerce,1-10,True
hs_c_27c761c653,usr_01432,lucas.jackson38@yahoo.com,Lucas,Jackson,United States,customer,Referral,business,2024-06-11,2024-08-06,Marketing,1-10,False
hs_c_7d739de6a6,usr_01433,oliver.roberts57@digital.com,Oliver,Roberts,Germany,customer,Direct,pro,2024-06-11,2024-06-28,E-commerce,1-10,False
hs_c_349ed94005,usr_01435,logan.jones88@gmail.com,Logan,Jones,United States,customer,Referral,pro,2024-06-12,2024-07-12,Education,51-200,True
hs_c_19b7b134b1,usr_01437,brian.reyes57@gmail.com,Brian,Reyes,Spain,lead,Paid Social,free,2024-06-12,2024-07-28,Media,51-200,True
hs_c_a6c1e4122d,usr_01439,aaron.singh14@outlook.com,Aaron,Singh,Netherlands,lead,Organic Search,free,2024-06-12,2024-08-01,Consulting,11-50,True
hs_c_d3f9bdd550,usr_01443,emma.young90@labs.dev,Emma,Young,France,customer,Paid Search,pro,2024-06-13,2024-07-09,Finance,51-200,False
hs_c_a2f09be5d1,usr_01444,thomas.reyes19@yahoo.com,Thomas,Reyes,United States,lead,Paid Social,free,2024-06-13,2024-07-09,Legal,11-50,True
hs_c_319f7fb4dd,usr_01445,mary.harris47@digital.com,Mary,Harris,United States,lead,Paid Social,free,2024-06-13,2024-07-05,Finance,11-50,False
hs_c_853885e7c0,usr_01447,karen.taylor78@yahoo.com,Karen,Taylor,United States,customer,Organic Search,business,2024-06-13,2024-06-21,Finance,11-50,True
hs_c_c0c1d0ac8b,usr_01451,ryan.taylor67@startup.ai,Ryan,Taylor,Singapore,customer,Paid Search,pro,2024-06-13,2024-06-25,Healthcare,11-50,True
hs_c_ff46da97ee,usr_01452,nathan.kumar62@works.io,Nathan,Kumar,United States,customer,Referral,business,2024-06-13,2024-07-07,Consulting,11-50,True
hs_c_3f0e612bf5,usr_01453,mary.jones40@company.io,Mary,Jones,United States,lead,Paid Search,free,2024-06-14,2024-06-21,E-commerce,1-10,True
hs_c_9e25b7bc2b,usr_01454,william.moore84@outlook.com,William,Moore,UAE,lead,Paid Social,free,2024-06-14,2024-07-29,E-commerce,11-50,True
hs_c_62e2f21d85,usr_01455,lucas.roberts96@gmail.com,Lucas,Roberts,UAE,customer,Direct,business,2024-06-14,2024-07-25,Legal,1-10,True
hs_c_a5dd275e34,usr_01456,madison.jackson52@gmail.com,Madison,Jackson,United States,lead,Paid Search,free,2024-06-14,2024-07-05,Marketing,11-50,True
hs_c_7d5253bd6c,usr_01457,charlotte.jones69@works.io,Charlotte,Jones,United States,customer,Paid Social,pro,2024-06-14,2024-07-14,Legal,1-10,True
hs_c_e84895dee5,usr_01458,grace.brown32@works.io,Grace,Brown,Sweden,lead,Paid Social,free,2024-06-14,2024-07-25,E-commerce,11-50,False
hs_c_af5786363e,usr_01461,richard.jones39@works.io,Richard,Jones,United States,lead,Paid Search,free,2024-06-15,2024-06-16,SaaS,1-10,True
hs_c_18f510b1d3,usr_01462,jessica.martin60@labs.dev,Jessica,Martin,Singapore,customer,Paid Search,pro,2024-06-15,2024-07-08,Marketing,51-200,False
hs_c_f9b2877e33,usr_01463,tyler.brown26@outlook.com,Tyler,Brown,United States,customer,Referral,business,2024-06-15,2024-07-14,Media,1-10,True
hs_c_73b35a16a6,usr_01465,evelyn.kumar2@digital.com,Evelyn,Kumar,United States,customer,Referral,pro,2024-06-15,2024-07-07,Real Estate,11-50,True
hs_c_9b6ae85a1b,usr_01466,eric.mitchell82@digital.com,Eric,Mitchell,United States,lead,Paid Search,free,2024-06-15,2024-06-18,Real Estate,11-50,True
hs_c_e87455ead1,usr_01467,mary.thompson35@digital.com,Mary,Thompson,United States,lead,Paid Search,free,2024-06-15,2024-07-12,Media,51-200,True
hs_c_a6ed7c836b,usr_01468,david.wright37@works.io,David,Wright,Netherlands,lead,Referral,free,2024-06-16,2024-07-16,Finance,11-50,True
hs_c_3d40477e36,usr_01469,jessica.wright65@works.io,Jessica,Wright,United States,customer,Paid Search,business,2024-06-16,2024-06-24,Finance,51-200,True
hs_c_17de53d87e,usr_01470,sophia.davis1@labs.dev,Sophia,Davis,United States,customer,Organic Search,pro,2024-06-16,2024-07-29,Healthcare,51-200,True
hs_c_607a53fba2,usr_01471,lucas.kumar9@yahoo.com,Lucas,Kumar,United States,customer,Paid Search,pro,2024-06-16,2024-06-28,Education,51-200,True
hs_c_d417fd7a2d,usr_01472,karen.miller24@works.io,Karen,Miller,France,customer,Paid Search,pro,2024-06-16,2024-06-19,E-commerce,1-10,True
hs_c_465bbc34f7,usr_01473,ella.harris65@techcorp.com,Ella,Harris,United States,customer,Direct,pro,2024-06-16,2024-08-05,Finance,11-50,True
hs_c_e47cd694e6,usr_01474,justin.chen79@techcorp.com,Justin,Chen,United Kingdom,customer,Paid Social,business,2024-06-16,2024-07-09,E-commerce,51-200,True
hs_c_93a3d57cb6,usr_01475,kevin.taylor25@yahoo.com,Kevin,Taylor,United States,customer,Referral,pro,2024-06-16,2024-07-21,Education,1-10,True
hs_c_7789596f7f,usr_01476,evelyn.anderson61@works.io,Evelyn,Anderson,United States,customer,Paid Search,business,2024-06-16,2024-08-14,Real Estate,11-50,False
hs_c_c402ea6a7f,usr_01482,liam.lee28@company.io,Liam,Lee,Spain,lead,Paid Social,free,2024-06-18,2024-06-27,Real Estate,51-200,False
hs_c_b7b4afeca1,usr_01483,logan.moore32@outlook.com,Logan,Moore,United States,customer,Referral,pro,2024-06-18,2024-07-12,Consulting,11-50,True
hs_c_f1763c645d,usr_01487,william.jones20@ventures.co,William,Jones,United States,customer,Paid Social,business,2024-06-18,2024-08-10,Consulting,51-200,False
hs_c_c2b2e612f6,usr_01490,james.wilson47@startup.ai,James,Wilson,United States,customer,Paid Social,pro,2024-06-18,2024-08-06,Media,51-200,True
hs_c_39b6308221,usr_01491,tyler.white60@startup.ai,Tyler,White,United States,customer,Organic Search,pro,2024-06-18,2024-06-26,E-commerce,11-50,True
hs_c_5230295a61,usr_01494,ethan.kumar8@works.io,Ethan,Kumar,United States,lead,Referral,free,2024-06-19,2024-06-20,Legal,11-50,True
hs_c_4583b4c9bd,usr_01495,oliver.carter42@works.io,Oliver,Carter,United States,customer,Paid Social,business,2024-06-19,2024-08-15,Legal,11-50,True
hs_c_9111627ff9,usr_01500,elizabeth.kim68@labs.dev,Elizabeth,Kim,United States,customer,Direct,pro,2024-06-20,2024-07-06,Education,1-10,True
hs_c_0e7183ca31,usr_01503,oliver.king99@company.io,Oliver,King,Netherlands,lead,Referral,free,2024-06-20,2024-07-22,Real Estate,11-50,True
hs_c_49575c1028,usr_01504,nathan.kim99@company.io,Nathan,Kim,United States,lead,Paid Social,free,2024-06-20,2024-08-13,Consulting,1-10,True
hs_c_9a979c77ab,usr_01506,justin.wilson42@outlook.com,Justin,Wilson,France,customer,Organic Search,pro,2024-06-20,2024-07-17,Healthcare,1-10,True
hs_c_74fba16666,usr_01507,kevin.white21@techcorp.com,Kevin,White,United States,customer,Organic Search,pro,2024-06-20,2024-07-07,Education,11-50,True
hs_c_72d21f3d6a,usr_01508,joseph.white18@gmail.com,Joseph,White,United States,customer,Paid Search,business,2024-06-20,2024-08-01,Media,1-10,False
hs_c_8eb30b573a,usr_01509,adam.baker96@labs.dev,Adam,Baker,United States,customer,Paid Social,pro,2024-06-20,2024-08-01,E-commerce,11-50,True
hs_c_c4499dc855,usr_01510,patricia.mitchell27@company.io,Patricia,Mitchell,Netherlands,customer,Paid Social,pro,2024-06-20,2024-08-01,Education,51-200,True
hs_c_921fa4249d,usr_01512,charlotte.davis16@company.io,Charlotte,Davis,United States,customer,Referral,pro,2024-06-21,2024-08-04,Media,51-200,False
hs_c_a9b348910b,usr_01513,olivia.king27@company.io,Olivia,King,United States,customer,Organic Search,pro,2024-06-21,2024-08-16,Marketing,51-200,True
hs_c_93c2e379d6,usr_01514,noah.patel15@works.io,Noah,Patel,United States,customer,Paid Social,pro,2024-06-21,2024-08-02,Media,1-10,True
hs_c_1487eea545,usr_01517,brandon.baker94@techcorp.com,Brandon,Baker,United Kingdom,customer,Paid Social,pro,2024-06-21,2024-08-17,Healthcare,1-10,True
hs_c_bcd7576c82,usr_01518,barbara.martin2@digital.com,Barbara,Martin,United States,customer,Paid Search,pro,2024-06-21,2024-07-02,Consulting,51-200,False
hs_c_e42f0ff80b,usr_01519,william.wilson8@gmail.com,William,Wilson,Italy,customer,Referral,business,2024-06-21,2024-07-24,Real Estate,1-10,False
hs_c_3d12c2eab3,usr_01522,mia.white81@ventures.co,Mia,White,United States,lead,Paid Search,free,2024-06-21,2024-07-07,Healthcare,11-50,False
hs_c_cc1f31dd80,usr_01523,elijah.king43@gmail.com,Elijah,King,United States,customer,Paid Search,pro,2024-06-21,2024-07-12,SaaS,11-50,True
hs_c_04827ba0f6,usr_01524,john.taylor70@gmail.com,John,Taylor,United States,lead,Paid Search,free,2024-06-22,2024-07-11,Education,51-200,True
hs_c_9d24d2f755,usr_01526,robert.nelson61@outlook.com,Robert,Nelson,United States,customer,Referral,business,2024-06-22,2024-08-19,Media,11-50,True
hs_c_c05b87aca1,usr_01528,tyler.thompson85@startup.ai,Tyler,Thompson,United States,customer,Organic Search,pro,2024-06-22,2024-08-05,Legal,11-50,True
hs_c_cf39dadc19,usr_01530,william.taylor96@outlook.com,William,Taylor,United States,customer,Referral,pro,2024-06-22,2024-07-22,Marketing,51-200,True
hs_c_8a9259026f,usr_01531,charles.flores29@company.io,Charles,Flores,United States,lead,Direct,free,2024-06-22,2024-07-01,Finance,1-10,False
hs_c_f6cc1f1d93,usr_01532,eric.allen86@labs.dev,Eric,Allen,United States,customer,Paid Search,business,2024-06-23,2024-07-25,Real Estate,51-200,True
hs_c_27187e5010,usr_01533,charlotte.kim42@yahoo.com,Charlotte,Kim,United States,customer,Organic Search,business,2024-06-23,2024-08-21,Education,11-50,True
hs_c_098bb0ed4c,usr_01535,john.jackson19@gmail.com,John,Jackson,United States,lead,Paid Social,free,2024-06-23,2024-08-04,SaaS,1-10,True
hs_c_55c61ab324,usr_01536,david.adams74@gmail.com,David,Adams,United States,lead,Organic Search,free,2024-06-23,2024-07-15,Media,11-50,True
hs_c_0e3da8d690,usr_01537,nathan.scott52@digital.com,Nathan,Scott,United States,customer,Organic Search,pro,2024-06-23,2024-08-16,Media,1-10,True
hs_c_2b3fcd4fd2,usr_01538,sophia.flores57@works.io,Sophia,Flores,United States,customer,Paid Social,pro,2024-06-23,2024-08-16,Marketing,51-200,True
hs_c_0534e2d2ae,usr_01540,justin.lee86@outlook.com,Justin,Lee,Spain,customer,Referral,pro,2024-06-23,2024-08-06,Healthcare,51-200,True
hs_c_c7ba961c63,usr_01542,joseph.roberts71@outlook.com,Joseph,Roberts,United States,customer,Paid Search,pro,2024-06-23,2024-07-11,Finance,1-10,True
hs_c_fc8a61511d,usr_01543,nathan.scott56@labs.dev,Nathan,Scott,United States,customer,Referral,business,2024-06-23,2024-08-21,Legal,1-10,False
hs_c_988e4a1756,usr_01544,david.adams88@yahoo.com,David,Adams,Germany,lead,Paid Social,free,2024-06-23,2024-06-24,E-commerce,1-10,False
hs_c_70d890b8ee,usr_01548,adam.taylor26@ventures.co,Adam,Taylor,Sweden,lead,Organic Search,free,2024-06-24,2024-06-25,Finance,1-10,True
hs_c_611573f74e,usr_01550,liam.wilson10@gmail.com,Liam,Wilson,United States,lead,Direct,free,2024-06-24,2024-06-26,Finance,51-200,False
hs_c_6666a7ffa7,usr_01552,justin.nelson62@yahoo.com,Justin,Nelson,United States,lead,Referral,free,2024-06-24,2024-08-20,Consulting,1-10,False
hs_c_6a2c3ccb0d,usr_01555,oliver.taylor19@labs.dev,Oliver,Taylor,United States,customer,Referral,pro,2024-06-24,2024-08-02,Finance,11-50,False
hs_c_1a0c42cd17,usr_01556,ryan.davis14@works.io,Ryan,Davis,France,customer,Referral,pro,2024-06-24,2024-07-05,Real Estate,11-50,True
hs_c_995c5ce8b4,usr_01559,hannah.roberts22@digital.com,Hannah,Roberts,United States,customer,Paid Search,pro,2024-06-25,2024-06-28,Media,11-50,False
hs_c_e62f5de0c7,usr_01560,jessica.chen94@outlook.com,Jessica,Chen,United States,customer,Organic Search,business,2024-06-25,2024-07-12,Real Estate,51-200,False
hs_c_eaabf0e4ac,usr_01564,brandon.kumar64@digital.com,Brandon,Kumar,United States,lead,Paid Social,free,2024-06-26,2024-08-04,E-commerce,51-200,True
hs_c_26dc5115b2,usr_01567,chloe.miller98@outlook.com,Chloe,Miller,India,customer,Paid Search,pro,2024-06-26,2024-07-21,E-commerce,11-50,True
hs_c_d9df005e11,usr_01569,ryan.mitchell5@works.io,Ryan,Mitchell,Sweden,lead,Paid Search,free,2024-06-26,2024-08-13,Education,51-200,True
hs_c_e4d1090dcb,usr_01571,liam.miller4@ventures.co,Liam,Miller,United States,lead,Paid Search,free,2024-06-26,2024-07-06,Media,11-50,True
